,0
2023-09-25 16:49:15.125,"2023-09-25 16:49:15.125    1.21405
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.150,"2023-09-25 16:49:15.150    1.234055
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.175,"2023-09-25 16:49:15.175    1.276046
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.200,"2023-09-25 16:49:15.200    1.271238
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.225,"2023-09-25 16:49:15.225    1.259824
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.250,"2023-09-25 16:49:15.250    1.290882
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.275,"2023-09-25 16:49:15.275    1.23357
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.300,"2023-09-25 16:49:15.300    1.139634
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.325,"2023-09-25 16:49:15.325    1.115798
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.350,"2023-09-25 16:49:15.350    1.125189
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.375,"2023-09-25 16:49:15.375    1.220825
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.400,"2023-09-25 16:49:15.400    1.319725
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.425,"2023-09-25 16:49:15.425    1.462695
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.450,"2023-09-25 16:49:15.450    1.596667
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.475,"2023-09-25 16:49:15.475    1.74783
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.500,"2023-09-25 16:49:15.500    2.010759
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.525,"2023-09-25 16:49:15.525    2.191164
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.550,"2023-09-25 16:49:15.550    2.367373
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.575,"2023-09-25 16:49:15.575    2.415531
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.600,"2023-09-25 16:49:15.600    2.509168
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.625,"2023-09-25 16:49:15.625    2.645459
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.650,"2023-09-25 16:49:15.650    2.528635
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.675,"2023-09-25 16:49:15.675    2.561872
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.700,"2023-09-25 16:49:15.700    2.444445
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.725,"2023-09-25 16:49:15.725    2.345163
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.750,"2023-09-25 16:49:15.750    2.210104
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.775,"2023-09-25 16:49:15.775    1.896692
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.800,"2023-09-25 16:49:15.800    1.762419
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.825,"2023-09-25 16:49:15.825    1.47804
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.850,"2023-09-25 16:49:15.850    1.263554
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.875,"2023-09-25 16:49:15.875    1.053407
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.900,"2023-09-25 16:49:15.900    0.817489
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.925,"2023-09-25 16:49:15.925    0.608805
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.950,"2023-09-25 16:49:15.950    0.452705
Freq: 25L, dtype: float64"
2023-09-25 16:49:15.975,"2023-09-25 16:49:15.975    0.470974
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.000,"2023-09-25 16:49:16    0.511608
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.025,"2023-09-25 16:49:16.025    0.607952
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.050,"2023-09-25 16:49:16.050    0.582353
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.075,"2023-09-25 16:49:16.075    0.66221
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.100,"2023-09-25 16:49:16.100    0.800456
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.125,"2023-09-25 16:49:16.125    0.87999
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.150,"2023-09-25 16:49:16.150    1.05777
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.175,"2023-09-25 16:49:16.175    1.1549
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.200,"2023-09-25 16:49:16.200    1.213279
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.225,"2023-09-25 16:49:16.225    1.114761
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.250,"2023-09-25 16:49:16.250    1.160988
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.275,"2023-09-25 16:49:16.275    1.32613
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.300,"2023-09-25 16:49:16.300    1.466049
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.325,"2023-09-25 16:49:16.325    1.653044
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.350,"2023-09-25 16:49:16.350    1.612091
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.375,"2023-09-25 16:49:16.375    1.583306
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.400,"2023-09-25 16:49:16.400    1.572672
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.425,"2023-09-25 16:49:16.425    1.494779
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.450,"2023-09-25 16:49:16.450    1.563385
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.475,"2023-09-25 16:49:16.475    1.577893
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.500,"2023-09-25 16:49:16.500    1.474052
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.525,"2023-09-25 16:49:16.525    1.41656
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.550,"2023-09-25 16:49:16.550    1.425822
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.575,"2023-09-25 16:49:16.575    1.461007
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.600,"2023-09-25 16:49:16.600    1.575798
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.625,"2023-09-25 16:49:16.625    1.683058
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.650,"2023-09-25 16:49:16.650    1.747652
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.675,"2023-09-25 16:49:16.675    1.820631
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.700,"2023-09-25 16:49:16.700    1.824099
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.725,"2023-09-25 16:49:16.725    1.928175
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.750,"2023-09-25 16:49:16.750    2.009454
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.775,"2023-09-25 16:49:16.775    2.070624
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.800,"2023-09-25 16:49:16.800    2.099932
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.825,"2023-09-25 16:49:16.825    1.913685
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.850,"2023-09-25 16:49:16.850    1.773542
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.875,"2023-09-25 16:49:16.875    1.669557
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.900,"2023-09-25 16:49:16.900    1.715023
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.925,"2023-09-25 16:49:16.925    1.672808
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.950,"2023-09-25 16:49:16.950    1.633023
Freq: 25L, dtype: float64"
2023-09-25 16:49:16.975,"2023-09-25 16:49:16.975    1.655048
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.000,"2023-09-25 16:49:17    1.867234
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.025,"2023-09-25 16:49:17.025    2.191349
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.050,"2023-09-25 16:49:17.050    2.163308
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.075,"2023-09-25 16:49:17.075    2.523319
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.100,"2023-09-25 16:49:17.100    2.555867
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.125,"2023-09-25 16:49:17.125    2.544643
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.150,"2023-09-25 16:49:17.150    2.643949
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.175,"2023-09-25 16:49:17.175    2.542256
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.200,"2023-09-25 16:49:17.200    2.654606
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.225,"2023-09-25 16:49:17.225    2.381739
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.250,"2023-09-25 16:49:17.250    2.153501
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.275,"2023-09-25 16:49:17.275    2.051031
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.300,"2023-09-25 16:49:17.300    1.935801
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.325,"2023-09-25 16:49:17.325    1.786577
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.350,"2023-09-25 16:49:17.350    1.653814
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.375,"2023-09-25 16:49:17.375    1.587888
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.400,"2023-09-25 16:49:17.400    1.546841
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.425,"2023-09-25 16:49:17.425    1.514866
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.450,"2023-09-25 16:49:17.450    1.559583
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.475,"2023-09-25 16:49:17.475    1.632654
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.500,"2023-09-25 16:49:17.500    1.570578
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.525,"2023-09-25 16:49:17.525    1.597689
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.550,"2023-09-25 16:49:17.550    1.660141
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.575,"2023-09-25 16:49:17.575    1.780043
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.600,"2023-09-25 16:49:17.600    1.881205
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.625,"2023-09-25 16:49:17.625    1.984696
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.650,"2023-09-25 16:49:17.650    2.221049
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.675,"2023-09-25 16:49:17.675    2.258393
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.700,"2023-09-25 16:49:17.700    2.378111
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.725,"2023-09-25 16:49:17.725    2.629836
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.750,"2023-09-25 16:49:17.750    2.602406
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.775,"2023-09-25 16:49:17.775    2.543158
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.800,"2023-09-25 16:49:17.800    2.455362
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.825,"2023-09-25 16:49:17.825    2.424257
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.850,"2023-09-25 16:49:17.850    2.381622
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.875,"2023-09-25 16:49:17.875    2.235864
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.900,"2023-09-25 16:49:17.900    2.107577
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.925,"2023-09-25 16:49:17.925    1.999045
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.950,"2023-09-25 16:49:17.950    1.94977
Freq: 25L, dtype: float64"
2023-09-25 16:49:17.975,"2023-09-25 16:49:17.975    1.922208
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.000,"2023-09-25 16:49:18    1.96373
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.025,"2023-09-25 16:49:18.025    1.973017
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.050,"2023-09-25 16:49:18.050    2.030671
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.075,"2023-09-25 16:49:18.075    2.063177
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.100,"2023-09-25 16:49:18.100    1.929069
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.125,"2023-09-25 16:49:18.125    1.967136
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.150,"2023-09-25 16:49:18.150    1.962991
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.175,"2023-09-25 16:49:18.175    1.872106
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.200,"2023-09-25 16:49:18.200    1.703705
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.225,"2023-09-25 16:49:18.225    1.571781
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.250,"2023-09-25 16:49:18.250    1.570029
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.275,"2023-09-25 16:49:18.275    1.57908
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.300,"2023-09-25 16:49:18.300    1.680577
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.325,"2023-09-25 16:49:18.325    1.788888
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.350,"2023-09-25 16:49:18.350    1.963564
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.375,"2023-09-25 16:49:18.375    2.144334
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.400,"2023-09-25 16:49:18.400    2.329553
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.425,"2023-09-25 16:49:18.425    2.382877
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.450,"2023-09-25 16:49:18.450    2.424377
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.475,"2023-09-25 16:49:18.475    2.493455
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.500,"2023-09-25 16:49:18.500    2.510963
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.525,"2023-09-25 16:49:18.525    2.659956
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.550,"2023-09-25 16:49:18.550    2.622686
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.575,"2023-09-25 16:49:18.575    2.416039
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.600,"2023-09-25 16:49:18.600    2.24641
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.625,"2023-09-25 16:49:18.625    2.10564
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.650,"2023-09-25 16:49:18.650    2.180888
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.675,"2023-09-25 16:49:18.675    2.30313
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.700,"2023-09-25 16:49:18.700    2.288091
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.725,"2023-09-25 16:49:18.725    2.278312
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.750,"2023-09-25 16:49:18.750    2.317525
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.775,"2023-09-25 16:49:18.775    2.465089
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.800,"2023-09-25 16:49:18.800    2.722418
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.825,"2023-09-25 16:49:18.825    2.861641
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.850,"2023-09-25 16:49:18.850    2.870621
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.875,"2023-09-25 16:49:18.875    2.77101
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.900,"2023-09-25 16:49:18.900    2.581214
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.925,"2023-09-25 16:49:18.925    2.514011
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.950,"2023-09-25 16:49:18.950    2.445024
Freq: 25L, dtype: float64"
2023-09-25 16:49:18.975,"2023-09-25 16:49:18.975    2.282684
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.000,"2023-09-25 16:49:19    2.071481
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.025,"2023-09-25 16:49:19.025    1.788073
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.050,"2023-09-25 16:49:19.050    1.589059
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.075,"2023-09-25 16:49:19.075    1.466387
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.100,"2023-09-25 16:49:19.100    1.46893
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.125,"2023-09-25 16:49:19.125    1.441113
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.150,"2023-09-25 16:49:19.150    1.360471
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.175,"2023-09-25 16:49:19.175    1.42589
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.200,"2023-09-25 16:49:19.200    1.462792
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.225,"2023-09-25 16:49:19.225    1.509414
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.250,"2023-09-25 16:49:19.250    1.520163
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.275,"2023-09-25 16:49:19.275    1.497542
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.300,"2023-09-25 16:49:19.300    1.534382
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.325,"2023-09-25 16:49:19.325    1.540126
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.350,"2023-09-25 16:49:19.350    1.642089
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.375,"2023-09-25 16:49:19.375    1.703661
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.400,"2023-09-25 16:49:19.400    1.647886
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.425,"2023-09-25 16:49:19.425    1.62694
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.450,"2023-09-25 16:49:19.450    1.591345
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.475,"2023-09-25 16:49:19.475    1.557835
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.500,"2023-09-25 16:49:19.500    1.564019
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.525,"2023-09-25 16:49:19.525    1.564878
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.550,"2023-09-25 16:49:19.550    1.632439
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.575,"2023-09-25 16:49:19.575    1.703331
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.600,"2023-09-25 16:49:19.600    1.727182
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.625,"2023-09-25 16:49:19.625    1.783836
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.650,"2023-09-25 16:49:19.650    1.831898
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.675,"2023-09-25 16:49:19.675    1.850878
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.700,"2023-09-25 16:49:19.700    1.895349
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.725,"2023-09-25 16:49:19.725    1.979775
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.750,"2023-09-25 16:49:19.750    2.015194
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.775,"2023-09-25 16:49:19.775    1.998756
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.800,"2023-09-25 16:49:19.800    1.939452
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.825,"2023-09-25 16:49:19.825    1.924237
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.850,"2023-09-25 16:49:19.850    2.051392
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.875,"2023-09-25 16:49:19.875    2.193889
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.900,"2023-09-25 16:49:19.900    2.413367
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.925,"2023-09-25 16:49:19.925    2.604602
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.950,"2023-09-25 16:49:19.950    2.685682
Freq: 25L, dtype: float64"
2023-09-25 16:49:19.975,"2023-09-25 16:49:19.975    2.797064
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.000,"2023-09-25 16:49:20    2.864142
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.025,"2023-09-25 16:49:20.025    3.078468
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.050,"2023-09-25 16:49:20.050    3.28199
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.075,"2023-09-25 16:49:20.075    3.226883
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.100,"2023-09-25 16:49:20.100    3.171808
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.125,"2023-09-25 16:49:20.125    3.203073
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.150,"2023-09-25 16:49:20.150    3.146802
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.175,"2023-09-25 16:49:20.175    3.31446
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.200,"2023-09-25 16:49:20.200    3.469223
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.225,"2023-09-25 16:49:20.225    3.406295
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.250,"2023-09-25 16:49:20.250    3.505828
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.275,"2023-09-25 16:49:20.275    3.436341
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.300,"2023-09-25 16:49:20.300    3.263468
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.325,"2023-09-25 16:49:20.325    3.206393
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.350,"2023-09-25 16:49:20.350    3.072958
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.375,"2023-09-25 16:49:20.375    2.797714
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.400,"2023-09-25 16:49:20.400    2.582893
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.425,"2023-09-25 16:49:20.425    2.351512
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.450,"2023-09-25 16:49:20.450    2.17667
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.475,"2023-09-25 16:49:20.475    2.107708
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.500,"2023-09-25 16:49:20.500    2.044354
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.525,"2023-09-25 16:49:20.525    2.250756
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.550,"2023-09-25 16:49:20.550    2.276548
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.575,"2023-09-25 16:49:20.575    2.296746
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.600,"2023-09-25 16:49:20.600    2.474589
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.625,"2023-09-25 16:49:20.625    2.539216
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.650,"2023-09-25 16:49:20.650    2.662029
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.675,"2023-09-25 16:49:20.675    2.712223
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.700,"2023-09-25 16:49:20.700    2.866759
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.725,"2023-09-25 16:49:20.725    2.845801
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.750,"2023-09-25 16:49:20.750    2.730536
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.775,"2023-09-25 16:49:20.775    2.700547
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.800,"2023-09-25 16:49:20.800    2.645401
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.825,"2023-09-25 16:49:20.825    2.717199
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.850,"2023-09-25 16:49:20.850    2.806523
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.875,"2023-09-25 16:49:20.875    2.832161
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.900,"2023-09-25 16:49:20.900    2.80209
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.925,"2023-09-25 16:49:20.925    2.76016
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.950,"2023-09-25 16:49:20.950    2.691197
Freq: 25L, dtype: float64"
2023-09-25 16:49:20.975,"2023-09-25 16:49:20.975    2.699641
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.000,"2023-09-25 16:49:21    2.686696
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.025,"2023-09-25 16:49:21.025    2.577798
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.050,"2023-09-25 16:49:21.050    2.532425
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.075,"2023-09-25 16:49:21.075    2.410175
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.100,"2023-09-25 16:49:21.100    2.26754
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.125,"2023-09-25 16:49:21.125    2.199862
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.150,"2023-09-25 16:49:21.150    2.072388
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.175,"2023-09-25 16:49:21.175    2.014145
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.200,"2023-09-25 16:49:21.200    1.962476
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.225,"2023-09-25 16:49:21.225    1.890984
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.250,"2023-09-25 16:49:21.250    1.7805
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.275,"2023-09-25 16:49:21.275    1.601759
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.300,"2023-09-25 16:49:21.300    1.547016
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.325,"2023-09-25 16:49:21.325    1.435379
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.350,"2023-09-25 16:49:21.350    1.362698
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.375,"2023-09-25 16:49:21.375    1.342085
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.400,"2023-09-25 16:49:21.400    1.244998
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.425,"2023-09-25 16:49:21.425    1.23306
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.450,"2023-09-25 16:49:21.450    1.185131
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.475,"2023-09-25 16:49:21.475    1.243559
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.500,"2023-09-25 16:49:21.500    1.253448
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.525,"2023-09-25 16:49:21.525    1.024565
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.550,"2023-09-25 16:49:21.550    1.06734
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.575,"2023-09-25 16:49:21.575    1.009087
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.600,"2023-09-25 16:49:21.600    0.837925
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.625,"2023-09-25 16:49:21.625    0.874592
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.650,"2023-09-25 16:49:21.650    0.741068
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.675,"2023-09-25 16:49:21.675    0.740701
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.700,"2023-09-25 16:49:21.700    0.632331
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.725,"2023-09-25 16:49:21.725    0.498767
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.750,"2023-09-25 16:49:21.750    0.604015
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.775,"2023-09-25 16:49:21.775    0.542312
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.800,"2023-09-25 16:49:21.800    0.517235
Freq: 25L, dtype: float64"
2023-09-25 16:49:21.825,"2023-09-25 16:49:21.825    0.583524
Freq: 25L, dtype: float64"
